REP,ID,TIME,DV,DVID,CMT
1,26,0,102.64,2,3
1,26,0.5,11.866,1,2
1,26,2,17.079,1,2
1,26,6,14.246,1,2
1,26,12,10.411,1,2
1,26,12,56.362,2,3
1,26,24,7.7254,1,2
1,26,24,31.648,2,3
1,26,36,20.518,2,3
1,26,48,3.3816,1,2
1,26,48,6.1409,2,3
1,26,72,2.2717,1,2
1,26,72,7.0347,2,3
1,26,96,1.0208,1,2
1,26,96,19.823,2,3
1,26,120,0.43818,1,2
1,26,120,32.971,2,3
1,26,144,40.364,2,3
1,27,0,104.66,2,3
1,27,0.5,4.0093,1,2
1,27,2,11.769,1,2
1,27,6,9.0877,1,2
1,27,12,8.0768,1,2
1,27,12,64.682,2,3
1,27,24,8.051,1,2
1,27,24,47.409,2,3
1,27,36,40.424,2,3
1,27,48,4.6822,1,2
1,27,48,21.059,2,3
1,27,72,3.4699,1,2
1,27,72,26.656,2,3
1,27,96,2.7639,1,2
1,27,96,45.732,2,3
1,27,120,1.7576,1,2
1,27,120,46.925,2,3
1,27,144,57.084,2,3
1,28,0,90.85,2,3
1,28,0.5,6.8235,1,2
1,28,2,12.624,1,2
1,28,6,9.5701,1,2
1,28,12,9.8641,1,2
1,28,12,63.58,2,3
1,28,24,7.6062,1,2
1,28,24,37.206,2,3
1,28,36,35.789,2,3
1,28,48,3.9338,1,2
1,28,48,26.051,2,3
1,28,72,2.7546,1,2
1,28,72,34.616,2,3
1,28,96,1.2834,1,2
1,28,96,31.839,2,3
1,28,120,0.8273,1,2
1,28,120,44.998,2,3
1,28,144,50.513,2,3
1,29,0,100.78,2,3
1,29,0.5,12.705,1,2
1,29,2,15.059,1,2
1,29,6,14.162,1,2
1,29,12,11.957,1,2
1,29,12,55.206,2,3
1,29,24,9.7841,1,2
1,29,24,30.05,2,3
1,29,36,15.818,2,3
1,29,48,6.7641,1,2
1,29,48,18.451,2,3
1,29,72,3.7257,1,2
1,29,72,10.61,2,3
1,29,96,1.6878,1,2
1,29,96,17.528,2,3
1,29,120,1.2977,1,2
1,29,120,28.358,2,3
1,29,144,40.622,2,3
1,30,0,95.49,2,3
1,30,0.5,12.541,1,2
1,30,2,17.579,1,2
1,30,6,14.501,1,2
1,30,12,12.155,1,2
1,30,12,58.186,2,3
1,30,24,11.287,1,2
1,30,24,33.223,2,3
1,30,36,19.071,2,3
1,30,48,6.1673,1,2
1,30,48,20.314,2,3
1,30,72,3.7366,1,2
1,30,72,23.378,2,3
1,30,96,2.3053,1,2
1,30,96,24.616,2,3
1,30,120,1.3938,1,2
1,30,120,36.874,2,3
1,30,144,53.469,2,3
1,31,0,103.97,2,3
1,31,0.5,8.3569,1,2
1,31,2,8.5922,1,2
1,31,6,10.566,1,2
1,31,12,10.44,1,2
1,31,12,41.336,2,3
1,31,24,8.0196,1,2
1,31,24,19.139,2,3
1,31,36,13.823,2,3
1,31,48,5.6743,1,2
1,31,48,22.738,2,3
1,31,72,4.0204,1,2
1,31,72,15.686,2,3
1,31,96,2.9032,1,2
1,31,96,16.197,2,3
1,31,120,2.3709,1,2
1,31,120,22.583,2,3
1,31,144,49.196,2,3
1,32,0,86.526,2,3
1,32,0.5,8.941,1,2
1,32,2,18.208,1,2
1,32,6,16.092,1,2
1,32,12,13.761,1,2
1,32,12,54.435,2,3
1,32,24,8.2461,1,2
1,32,24,39.306,2,3
1,32,36,27.676,2,3
1,32,48,4.5777,1,2
1,32,48,21.03,2,3
1,32,72,2.9532,1,2
1,32,72,28.274,2,3
1,32,96,1.7673,1,2
1,32,96,35.061,2,3
1,32,120,0.67081,1,2
1,32,120,53.464,2,3
1,32,144,54.683,2,3
1,33,0,122.13,2,3
1,33,0.5,5.8052,1,2
1,33,2,12.86,1,2
1,33,6,13.864,1,2
1,33,12,12.516,1,2
1,33,12,88.66,2,3
1,33,24,9.3347,1,2
1,33,24,74.412,2,3
1,33,36,49.36,2,3
1,33,48,6.3224,1,2
1,33,48,36.403,2,3
1,33,72,3.3205,1,2
1,33,72,27.957,2,3
1,33,96,2.4711,1,2
1,33,96,27.886,2,3
1,33,120,1.5042,1,2
1,33,120,35.349,2,3
1,33,144,44.31,2,3
1,34,0,92.065,2,3
1,34,0.5,2.8007,1,2
1,34,2,7.6169,1,2
1,34,6,10.793,1,2
1,34,12,10.64,1,2
1,34,12,69.28,2,3
1,34,24,8.4244,1,2
1,34,24,45.899,2,3
1,34,36,42.98,2,3
1,34,48,5.4521,1,2
1,34,48,38.56,2,3
1,34,72,3.9389,1,2
1,34,72,22.207,2,3
1,34,96,2.9105,1,2
1,34,96,31.466,2,3
1,34,120,1.7791,1,2
1,34,120,25.84,2,3
1,34,144,53.313,2,3
1,35,0,99.531,2,3
1,35,0.5,9.8027,1,2
1,35,2,12.252,1,2
1,35,6,12.117,1,2
1,35,12,12.217,1,2
1,35,12,46.476,2,3
1,35,24,7.5351,1,2
1,35,24,26.241,2,3
1,35,36,17.035,2,3
1,35,48,4.9471,1,2
1,35,48,6.7522,2,3
1,35,72,2.6638,1,2
1,35,72,18.016,2,3
1,35,96,1.8945,1,2
1,35,96,28.971,2,3
1,35,120,0.92617,1,2
1,35,120,32.872,2,3
1,35,144,50.338,2,3
1,36,0,82.654,2,3
1,36,0.5,2.6186,1,2
1,36,2,10.634,1,2
1,36,6,13.441,1,2
1,36,12,10.907,1,2
1,36,12,44.031,2,3
1,36,24,7.9422,1,2
1,36,24,30.79,2,3
1,36,36,21.068,2,3
1,36,48,3.047,1,2
1,36,48,19.499,2,3
1,36,72,1.0136,1,2
1,36,72,23.842,2,3
1,36,96,0.43757,1,2
1,36,96,47.284,2,3
1,36,120,0.19799,1,2
1,36,120,64.248,2,3
1,36,144,76.985,2,3
1,37,0,100.13,2,3
1,37,0.5,7.8458,1,2
1,37,2,12.201,1,2
1,37,6,10.029,1,2
1,37,12,9.2473,1,2
1,37,12,80.993,2,3
1,37,24,7.4297,1,2
1,37,24,53.476,2,3
1,37,36,42.468,2,3
1,37,48,5.3034,1,2
1,37,48,35.684,2,3
1,37,72,3.886,1,2
1,37,72,22.312,2,3
1,37,96,2.8047,1,2
1,37,96,25.269,2,3
1,37,120,1.9583,1,2
1,37,120,29.217,2,3
1,37,144,29.82,2,3
1,38,0,106.81,2,3
1,38,0.5,4.3794,1,2
1,38,2,10.824,1,2
1,38,6,9.9014,1,2
1,38,12,10.445,1,2
1,38,12,64.106,2,3
1,38,24,7.8449,1,2
1,38,24,28.967,2,3
1,38,36,28.32,2,3
1,38,48,4.1592,1,2
1,38,48,9.9477,2,3
1,38,72,2.836,1,2
1,38,72,18.686,2,3
1,38,96,2.1201,1,2
1,38,96,33.565,2,3
1,38,120,1.2029,1,2
1,38,120,46.722,2,3
1,38,144,57.129,2,3
1,39,0,101.47,2,3
1,39,0.5,12.627,1,2
1,39,2,15.848,1,2
1,39,6,11.766,1,2
1,39,12,11.465,1,2
1,39,12,60.999,2,3
1,39,24,8.8483,1,2
1,39,24,28.441,2,3
1,39,36,10.492,2,3
1,39,48,3.6061,1,2
1,39,48,23.121,2,3
1,39,72,2.2413,1,2
1,39,72,22.799,2,3
1,39,96,0.94326,1,2
1,39,96,37.629,2,3
1,39,120,0.41367,1,2
1,39,120,61.75,2,3
1,39,144,73.827,2,3
1,40,0,97.798,2,3
1,40,0.5,9.4148,1,2
1,40,2,17.398,1,2
1,40,6,12.712,1,2
1,40,12,9.9137,1,2
1,40,12,67.659,2,3
1,40,24,4.5169,1,2
1,40,24,47.55,2,3
1,40,36,41.872,2,3
1,40,48,2.2672,1,2
1,40,48,39.079,2,3
1,40,72,0.75514,1,2
1,40,72,52.972,2,3
1,40,96,0.22741,1,2
1,40,96,78.592,2,3
1,40,120,0.079914,1,2
1,40,120,92.344,2,3
1,40,144,97.767,2,3
2,1,0,99.47,2,3
2,1,0.5,9.3065,1,2
2,1,2,11.785,1,2
2,1,6,6.9206,1,2
2,1,12,9.0631,1,2
2,1,12,57.837,2,3
2,1,24,6.2493,1,2
2,1,24,25.381,2,3
2,1,36,15.79,2,3
2,1,48,5.1592,1,2
2,1,48,15.087,2,3
2,1,72,3.4364,1,2
2,1,72,12.321,2,3
2,1,96,2.6168,1,2
2,1,96,23.91,2,3
2,1,120,1.5623,1,2
2,1,120,25.089,2,3
2,1,144,28.156,2,3
2,2,0,106.16,2,3
2,2,0.5,8.8614,1,2
2,2,2,14.089,1,2
2,2,6,11.798,1,2
2,2,12,10.991,1,2
2,2,12,41.959,2,3
2,2,24,9.4833,1,2
2,2,24,19.5,2,3
2,2,36,27.016,2,3
2,2,48,6.5507,1,2
2,2,48,8.9553,2,3
2,2,72,3.8262,1,2
2,2,72,23.543,2,3
2,2,96,2.9973,1,2
2,2,96,20.539,2,3
2,2,120,1.8361,1,2
2,2,120,24.818,2,3
2,2,144,35.803,2,3
2,3,0,97.41,2,3
2,3,0.5,3.2795,1,2
2,3,2,10.49,1,2
2,3,6,13.472,1,2
2,3,12,10.761,1,2
2,3,12,66.701,2,3
2,3,24,9.4129,1,2
2,3,24,47.87,2,3
2,3,36,32.447,2,3
2,3,48,5.4098,1,2
2,3,48,14.762,2,3
2,3,72,3.1234,1,2
2,3,72,22.548,2,3
2,3,96,1.5695,1,2
2,3,96,23.406,2,3
2,3,120,1.2768,1,2
2,3,120,31.641,2,3
2,3,144,33.455,2,3
2,4,0,97.639,2,3
2,4,0.5,7.9556,1,2
2,4,2,15.388,1,2
2,4,6,13.601,1,2
2,4,12,10.853,1,2
2,4,12,57.784,2,3
2,4,24,7.6496,1,2
2,4,24,41.888,2,3
2,4,36,15.519,2,3
2,4,48,4.9979,1,2
2,4,48,20.786,2,3
2,4,72,2.4579,1,2
2,4,72,17.136,2,3
2,4,96,1.0281,1,2
2,4,96,31.788,2,3
2,4,120,0.48499,1,2
2,4,120,36.33,2,3
2,4,144,51.185,2,3
2,5,0,100.98,2,3
2,5,0.5,6.3582,1,2
2,5,2,12.033,1,2
2,5,6,14.881,1,2
2,5,12,8.7057,1,2
2,5,12,54.348,2,3
2,5,24,8.0336,1,2
2,5,24,39.465,2,3
2,5,36,17.727,2,3
2,5,48,5.9589,1,2
2,5,48,16.818,2,3
2,5,72,3.1459,1,2
2,5,72,8.533,2,3
2,5,96,1.4797,1,2
2,5,96,14.785,2,3
2,5,120,0.92679,1,2
2,5,120,32.219,2,3
2,5,144,44.851,2,3
2,6,0,99.445,2,3
2,6,0.5,9.3584,1,2
2,6,2,12.874,1,2
2,6,6,14.801,1,2
2,6,12,13.084,1,2
2,6,12,66.227,2,3
2,6,24,7.7684,1,2
2,6,24,48.738,2,3
2,6,36,33.541,2,3
2,6,48,4.2158,1,2
2,6,48,21.775,2,3
2,6,72,2.1493,1,2
2,6,72,30.153,2,3
2,6,96,0.88463,1,2
2,6,96,41.257,2,3
2,6,120,0.54229,1,2
2,6,120,47.245,2,3
2,6,144,70.58,2,3
2,7,0,100.23,2,3
2,7,0.5,6.387,1,2
2,7,2,9.2525,1,2
2,7,6,9.5855,1,2
2,7,12,9.5955,1,2
2,7,12,58.585,2,3
2,7,24,6.9156,1,2
2,7,24,43.24,2,3
2,7,36,24.862,2,3
2,7,48,3.2859,1,2
2,7,48,34.84,2,3
2,7,72,2.6115,1,2
2,7,72,32.257,2,3
2,7,96,1.776,1,2
2,7,96,43.129,2,3
2,7,120,1.0151,1,2
2,7,120,62.47,2,3
2,7,144,77.801,2,3
2,8,0,110.48,2,3
2,8,0.5,6.8068,1,2
2,8,2,12.69,1,2
2,8,6,11.116,1,2
2,8,12,11.622,1,2
2,8,12,74.852,2,3
2,8,24,8.2713,1,2
2,8,24,38.451,2,3
2,8,36,47.408,2,3
2,8,48,5.738,1,2
2,8,48,37.797,2,3
2,8,72,2.9592,1,2
2,8,72,38.369,2,3
2,8,96,2.2887,1,2
2,8,96,42.874,2,3
2,8,120,1.4025,1,2
2,8,120,51.738,2,3
2,8,144,67.783,2,3
2,9,0,93.385,2,3
2,9,0.5,7.65,1,2
2,9,2,11.373,1,2
2,9,6,14.363,1,2
2,9,12,10.787,1,2
2,9,12,71.701,2,3
2,9,24,7.8001,1,2
2,9,24,49.574,2,3
2,9,36,33.873,2,3
2,9,48,4.617,1,2
2,9,48,24.41,2,3
2,9,72,2.5556,1,2
2,9,72,37.031,2,3
2,9,96,1.0164,1,2
2,9,96,41.866,2,3
2,9,120,0.77251,1,2
2,9,120,51.319,2,3
2,9,144,59.606,2,3
2,10,0,91.767,2,3
2,10,0.5,6.4837,1,2
2,10,2,10.383,1,2
2,10,6,10.892,1,2
2,10,12,7.8224,1,2
2,10,12,57.21,2,3
2,10,24,7.0025,1,2
2,10,24,37.206,2,3
2,10,36,25.373,2,3
2,10,48,3.8662,1,2
2,10,48,29.536,2,3
2,10,72,2.0778,1,2
2,10,72,45.319,2,3
2,10,96,1.2407,1,2
2,10,96,62.338,2,3
2,10,120,0.64171,1,2
2,10,120,74.844,2,3
2,10,144,74.509,2,3
2,11,0,111.96,2,3
2,11,0.5,5.6334,1,2
2,11,2,9.2486,1,2
2,11,6,8.8904,1,2
2,11,12,7.6483,1,2
2,11,12,75.354,2,3
2,11,24,5.3812,1,2
2,11,24,55.493,2,3
2,11,36,46.791,2,3
2,11,48,2.2417,1,2
2,11,48,36.114,2,3
2,11,72,0.8397,1,2
2,11,72,46.796,2,3
2,11,96,0.34007,1,2
2,11,96,53.669,2,3
2,11,120,0.15292,1,2
2,11,120,63.838,2,3
2,11,144,87.377,2,3
2,12,0,100.33,2,3
2,12,0.5,3.3646,1,2
2,12,2,9.143,1,2
2,12,6,12.743,1,2
2,12,12,12.48,1,2
2,12,12,65.695,2,3
2,12,24,7.9441,1,2
2,12,24,39.526,2,3
2,12,36,20.24,2,3
2,12,48,5.0006,1,2
2,12,48,9.9106,2,3
2,12,72,2.4881,1,2
2,12,72,29.455,2,3
2,12,96,1.2299,1,2
2,12,96,46.898,2,3
2,12,120,0.59493,1,2
2,12,120,48.849,2,3
2,12,144,74.836,2,3
2,13,0,100.07,2,3
2,13,0.5,8.048,1,2
2,13,2,16.953,1,2
2,13,6,13.254,1,2
2,13,12,12.842,1,2
2,13,12,71.7,2,3
2,13,24,10.295,1,2
2,13,24,48.62,2,3
2,13,36,43.619,2,3
2,13,48,7.1158,1,2
2,13,48,26.179,2,3
2,13,72,4.763,1,2
2,13,72,21.215,2,3
2,13,96,3.2072,1,2
2,13,96,15.459,2,3
2,13,120,2.2892,1,2
2,13,120,17.906,2,3
2,13,144,19.463,2,3
2,14,0,101.4,2,3
2,14,0.5,8.5027,1,2
2,14,2,11.164,1,2
2,14,6,10.275,1,2
2,14,12,7.6025,1,2
2,14,12,68.833,2,3
2,14,24,6.5585,1,2
2,14,24,46.175,2,3
2,14,36,37.536,2,3
2,14,48,4.3054,1,2
2,14,48,20.911,2,3
